Vaipito_Wx,,,,,,,,,
                    ,Solar Rad (wat/m2),RH (%),Temperature (*F),Rainfall (In),Wind Dir (Deg),Wind Gust (mph),Wind Speed (mph),Dew Point (*F),
7/29/2015 23:15,0,69.9,76.8,0,218,6,1,66.4,
7/29/2015 23:30,0,71,76.7,0,227,5,1,66.8,
7/29/2015 23:45,0,71.2,76.8,0,208,5,1,67,
7/30/2015 0:00,0,70.2,76.9,0,155,8,2,66.7,
7/30/2015 0:15,0,70.9,77.1,0,201,7,1,67.1,
7/30/2015 0:30,0,71.9,76.9,0,201,6,1,67.3,
7/30/2015 0:45,0,72.2,77,0,200,9,1,67.6,
7/30/2015 1:00,0,71.9,76.9,0,218,5,1,67.3,
7/30/2015 1:15,0,72.6,76.9,0,203,7,1,67.6,
7/30/2015 1:30,0,73.5,76.7,0,235,8,1,67.8,
7/30/2015 1:45,0,73.2,76.4,0,228,7,1,67.4,
7/30/2015 2:00,0,72.9,76.4,0,189,4,1,67.2,
7/30/2015 2:15,0,72.4,76.3,0,192,6,1,67,
7/30/2015 2:30,0,72,76.3,0,232,5,1,66.8,
7/30/2015 2:45,0,71.6,76.7,0,207,13,3,67,
7/30/2015 3:00,0,72.4,76.7,0,208,9,2,67.3,
7/30/2015 3:15,0,72.5,76.4,0,214,7,1,67.1,
7/30/2015 3:30,0,72.8,76.2,0,256,8,1,67,
7/30/2015 3:45,0,72.8,76.1,0,248,7,1,66.9,
7/30/2015 4:00,0,71.9,76.1,0,223,6,1,66.6,
7/30/2015 4:15,0,71.2,76.2,0,216,7,1,66.4,
7/30/2015 4:30,0,72.1,76.4,0,244,8,1,66.9,
7/30/2015 4:45,0,76.3,75.6,0,248,8,1,67.8,
7/30/2015 5:00,0,72.7,75.5,0,218,6,1,66.3,
7/30/2015 5:15,0,79.2,75.4,0,230,13,3,68.6,
7/30/2015 5:30,0,78.9,74.4,0,166,17,4,67.5,
7/30/2015 5:45,0,74.8,75,0,234,12,3,66.6,
7/30/2015 6:00,0,73.3,76,0,200,9,2,67,
7/30/2015 6:15,0,72.7,75.9,0,247,9,2,66.7,
7/30/2015 6:30,0,73.5,76,0,223,10,2,67.1,
7/30/2015 6:45,0,71.7,76,0,216,12,2,66.4,
7/30/2015 7:00,1,72,76,0,265,6,1,66.5,
7/30/2015 7:15,5,70.9,76.1,0,217,6,1,66.2,
7/30/2015 7:30,13,73.4,76.3,0,224,6,1,67.3,
7/30/2015 7:45,35,72.9,76.4,0,207,7,1,67.2,
7/30/2015 8:00,41,73.7,76.3,0,227,7,2,67.5,
7/30/2015 8:15,47,73.3,76.4,0,228,9,1,67.4,
7/30/2015 8:30,67,72.3,76.9,0,251,11,3,67.5,
7/30/2015 8:45,85,76.3,76.8,0,272,16,2,68.9,
7/30/2015 9:00,96,77.7,76.4,0,258,6,2,69,
7/30/2015 9:15,115,76.7,76.6,0,244,8,1,68.9,
7/30/2015 9:30,172,74.7,77.4,0,182,7,1,68.9,
7/30/2015 9:45,253,70.8,78.1,0,172,8,1,68.1,
7/30/2015 10:00,285,69.4,78.8,0,217,4,1,68.2,
7/30/2015 10:15,301,71.1,78.9,0,220,9,1,68.9,
7/30/2015 10:30,344,71.8,79.5,0,206,7,1,69.8,
7/30/2015 10:45,446,71.2,79.9,0,168,7,2,70,
7/30/2015 11:00,743,69.2,80.7,0,218,6,2,69.9,
7/30/2015 11:15,656,64.9,81.9,0,218,12,2,69.2,
7/30/2015 11:30,342,73.1,80.8,0,225,12,2,71.6,
7/30/2015 11:45,336,73.4,79.9,0,159,14,1,70.8,
7/30/2015 12:00,362,72,80.3,0,207,6,1,70.7,
7/30/2015 12:15,387,72.8,79.3,0,163,5,1,70,
7/30/2015 12:30,617,68.1,81.1,0,183,6,1,69.8,
7/30/2015 12:45,236,73.6,78.8,0,262,9,8,69.8,
7/30/2015 13:00,297,76.3,78.5,0,203,6,1,70.6,
7/30/2015 13:15,462,71.5,79.9,0,187,12,1,70.1,
7/30/2015 13:30,385,71.2,81.1,0,210,6,1,71.1,
7/30/2015 13:45,209,74.6,79.2,0,190,4,0,70.6,
7/30/2015 14:00,209,75.1,78.9,0,234,3,0,70.5,
7/30/2015 14:15,349,74.6,79.2,0,213,5,1,70.6,
7/30/2015 14:30,189,77.3,79.4,0,203,4,1,71.8,
7/30/2015 14:45,325,78.5,77.8,0,189,12,3,70.7,
7/30/2015 15:00,252,75.9,78.7,0,183,7,1,70.6,
7/30/2015 15:15,129,78.9,78.5,0,172,5,1,71.5,
7/30/2015 15:30,94,83.5,77.1,0,186,3,1,71.8,
7/30/2015 15:45,82,82.5,76.8,0,203,3,0,71.1,
7/30/2015 16:00,68,82.6,77,0,264,3,0,71.4,
7/30/2015 16:15,98,85.9,76.6,0,262,5,1,72.1,
7/30/2015 16:30,60,87.5,75.7,0.03,210,5,0,71.7,
7/30/2015 16:45,39,88.7,75.3,0.02,268,4,0,71.7,
7/30/2015 17:00,31,88.1,74.9,0.03,221,14,2,71.1,
7/30/2015 17:15,28,89.9,75.2,0.01,197,5,1,72,
7/30/2015 17:30,17,89,75.2,0.01,237,7,2,71.7,
7/30/2015 17:45,9,90.8,74.8,0.01,230,8,1,71.9,
7/30/2015 18:00,3,93.3,74.5,0.04,182,8,1,72.4,
7/30/2015 18:15,0,93.7,74.2,0.04,217,6,1,72.2,
7/30/2015 18:30,0,94.9,74,0.07,225,6,0,72.4,
7/30/2015 18:45,0,94.8,73.8,0.03,262,6,1,72.2,
7/30/2015 19:00,0,94.8,74,0.01,189,5,1,72.4,
7/30/2015 19:15,0,95.1,74.1,0,288,4,1,72.6,
7/30/2015 19:30,0,93.2,74.3,0,148,6,1,72.2,
7/30/2015 19:45,0,93.7,74.3,0,266,8,1,72.3,
7/30/2015 20:00,0,90.4,75,0.01,201,16,4,72,
7/30/2015 20:15,0,93.1,75,0,216,7,2,72.8,
7/30/2015 20:30,0,93,74.7,0,179,5,0,72.5,
7/30/2015 20:45,0,92.5,74.8,0,249,6,1,72.5,
7/30/2015 21:00,0,92.6,74.7,0,208,3,0,72.4,
7/30/2015 21:15,0,91.7,75,0.01,179,4,1,72.4,
7/30/2015 21:30,0,90.4,75.2,0,206,6,1,72.2,
7/30/2015 21:45,0,92.1,74.9,0,278,6,1,72.4,
7/30/2015 22:00,0,93,74.9,0.03,165,5,1,72.7,
7/30/2015 22:15,0,94,74.7,0,182,6,1,72.8,
7/30/2015 22:30,0,93.9,74.7,0,204,5,1,72.8,
7/30/2015 22:45,0,92.7,74.7,0,242,7,1,72.4,
7/30/2015 23:00,0,88,75.3,0,245,6,1,71.5,
7/30/2015 23:15,0,87.6,75.6,0,247,8,2,71.7,
7/30/2015 23:30,0,87.8,75.7,0,192,6,1,71.8,
7/30/2015 23:45,0,86.8,75.8,0,249,6,2,71.6,
7/31/2015 0:00,0,87.5,76.1,0,241,11,2,72.1,
7/31/2015 0:15,0,88.3,76,0,251,9,2,72.3,
7/31/2015 0:30,0,87.3,76,0,228,7,2,72,
7/31/2015 0:45,0,89.4,75.7,0,244,9,2,72.4,
7/31/2015 1:00,0,88.1,75.6,0,231,6,1,71.8,
7/31/2015 1:15,0,88.7,75.4,0,242,7,1,71.8,
7/31/2015 1:30,0,87.5,75.6,0,218,7,1,71.6,
7/31/2015 1:45,0,86,75.8,0,227,8,1,71.3,
7/31/2015 2:00,0,86.8,75.7,0,248,9,1,71.5,
7/31/2015 2:15,0,87.6,75.6,0,197,5,1,71.7,
7/31/2015 2:30,0,89.4,75.3,0.02,135,5,1,72,
7/31/2015 2:45,0,89.6,74.7,0,223,6,0,71.4,
7/31/2015 3:00,0,87.8,75,0,165,6,1,71.1,
7/31/2015 3:15,0,90.4,75,0.02,184,9,1,72,
7/31/2015 3:30,0,92.8,74.3,0.03,156,6,1,72.1,
7/31/2015 3:45,0,94.2,74.1,0.01,159,5,1,72.3,
7/31/2015 4:00,0,94.6,74,0,231,5,1,72.3,
7/31/2015 4:15,0,93.2,74.4,0,271,14,2,72.3,
7/31/2015 4:30,0,92.6,75.2,0,238,10,2,72.9,
7/31/2015 4:45,0,90.7,75.1,0,217,6,1,72.2,
7/31/2015 5:00,0,87.9,75.2,0.01,265,4,1,71.4,
7/31/2015 5:15,0,89.7,75.2,0,245,5,1,72,
7/31/2015 5:30,0,90.3,75.2,0,254,7,1,72.2,
7/31/2015 5:45,0,91.4,75,0,184,7,0,72.3,
7/31/2015 6:00,0,92.2,74.8,0.01,203,7,1,72.4,
7/31/2015 6:15,0,91.4,74.4,0,193,6,1,71.7,
7/31/2015 6:30,0,92,74.4,0,259,8,1,71.9,
7/31/2015 6:45,0,89.4,74.7,0.01,203,10,1,71.4,
7/31/2015 7:00,0,89.8,75,0,232,9,1,71.8,
7/31/2015 7:15,2,87,75.4,0,203,8,2,71.3,
7/31/2015 7:30,8,85.7,75.7,0,221,10,1,71.1,
7/31/2015 7:45,18,86.3,75.7,0,242,8,1,71.3,
7/31/2015 8:00,19,86.7,76,0,217,6,1,71.8,
7/31/2015 8:15,28,88.1,75.6,0,197,4,1,71.8,
7/31/2015 8:30,49,90.6,75.2,0.01,218,7,1,72.2,
7/31/2015 8:45,68,90.5,75.1,0.02,197,6,1,72.1,
7/31/2015 9:00,95,87.7,75.5,0,192,7,1,71.6,
7/31/2015 9:15,96,87.5,75.7,0,186,5,1,71.7,
7/31/2015 9:30,63,88.6,75.3,0,170,6,1,71.7,
7/31/2015 9:45,90,90.1,75.3,0,224,4,1,72.2,
7/31/2015 10:00,116,90.5,75.4,0.03,176,5,1,72.4,
7/31/2015 10:15,157,89.5,75.2,0,251,7,1,71.9,
7/31/2015 10:30,134,91.5,75.6,0,261,6,1,72.9,
7/31/2015 10:45,146,89.3,76,0,216,7,1,72.6,
7/31/2015 11:00,97,92.2,75.9,0.11,275,13,2,73.5,
7/31/2015 11:15,237,94,75,0.03,190,8,1,73.1,
7/31/2015 11:30,250,91.4,75.6,0,168,10,2,72.9,
7/31/2015 11:45,188,91.5,75.7,0,220,7,1,73,
7/31/2015 12:00,143,92.2,75.5,0.02,199,8,1,73.1,
7/31/2015 12:15,213,92.9,75.6,0,196,7,1,73.4,
7/31/2015 12:30,219,91.8,75.7,0,231,6,1,73.1,
7/31/2015 12:45,182,89.2,76,0,182,6,1,72.6,
7/31/2015 13:00,135,87.6,76.2,0,193,6,1,72.3,
7/31/2015 13:15,228,86.7,76.3,0,200,6,1,72.1,
7/31/2015 13:30,265,84.9,77.1,0,213,7,2,72.3,
7/31/2015 13:45,186,83.8,77.6,0,189,5,1,72.4,
7/31/2015 14:00,161,83.8,77.3,0,199,7,1,72.1,
7/31/2015 14:15,227,83,77.2,0,177,6,2,71.7,
7/31/2015 14:30,282,80,78.2,0,199,6,1,71.6,
7/31/2015 14:45,164,83.4,77.7,0,176,11,2,72.3,
7/31/2015 15:00,149,85,77.4,0,302,8,2,72.6,
7/31/2015 15:15,75,85,76.8,0,247,5,1,72,
7/31/2015 15:30,49,85.9,76.5,0,224,13,1,72,
7/31/2015 15:45,153,84.7,76.7,0,183,6,1,71.8,
7/31/2015 16:00,128,82.9,77.1,0,162,5,1,71.6,
7/31/2015 16:15,166,82.9,77.3,0,177,8,1,71.8,
7/31/2015 16:30,94,90.8,76,0.05,220,10,2,73.1,
7/31/2015 16:45,48,93.2,74.7,0,179,5,1,72.6,
7/31/2015 17:00,31,94.3,74.8,0,235,6,1,73,
7/31/2015 17:15,20,93.4,75,0,247,10,2,72.9,
7/31/2015 17:30,19,90.9,75.1,0,192,5,1,72.2,
7/31/2015 17:45,11,90.6,75.2,0,197,6,1,72.2,
7/31/2015 18:00,3,89.7,75.3,0,166,8,1,72.1,
7/31/2015 18:15,0,88.1,75.3,0.01,254,19,3,71.5,
7/31/2015 18:30,0,92.1,74.3,0,241,6,1,71.8,
7/31/2015 18:45,0,91.7,74.4,0,197,6,1,71.8,
7/31/2015 19:00,0,87.8,75,0,180,9,1,71.1,
7/31/2015 19:15,0,85.8,75.3,0,208,9,1,70.8,
7/31/2015 19:30,0,85.4,75.3,0,252,6,1,70.6,
7/31/2015 19:45,0,84.1,75.6,0,238,7,1,70.5,
7/31/2015 20:00,0,84.5,75.6,0,231,8,2,70.6,
7/31/2015 20:15,0,81.7,75.9,0,187,10,1,70,
7/31/2015 20:30,0,81.9,76,0,182,6,1,70.1,
7/31/2015 20:45,0,81.8,76,0,177,6,1,70.1,
7/31/2015 21:00,0,80.7,76.3,0,173,6,1,70,
7/31/2015 21:15,0,81,76.4,0,214,5,1,70.2,
7/31/2015 21:30,0,80.2,76.4,0,206,5,1,69.9,
7/31/2015 21:45,0,80,76.2,0,234,6,1,69.7,
7/31/2015 22:00,0,79.1,76.4,0,240,5,1,69.6,
7/31/2015 22:15,0,81.8,76.4,0,203,7,1,70.5,
7/31/2015 22:30,0,86.5,75.4,0.05,201,7,1,71.1,
7/31/2015 22:45,0,90,74.3,0,208,13,1,71.2,
7/31/2015 23:00,0,88.7,74.5,0,159,4,0,70.9,
7/31/2015 23:15,0,86.8,74.9,0,180,7,1,70.7,
7/31/2015 23:30,0,85.8,75.2,0,206,6,1,70.7,
7/31/2015 23:45,0,86.5,75,0,182,12,1,70.7,
